2023-11-26 00:27:04,500 | fedadagrad.py:27 | DEBUG | MainThread | FedAdaGrad | Initializing fedadagrad
2023-11-26 00:27:26,269 | fedbuff.py:90 | DEBUG | Thread-5 | select | requester: 49d06b7526964db86cf37c70e8e0cdb6bd7aa742, selected ends: {'49d06b7526964db86cf37c70e8e0cdb6bd7aa742': {'505f9fc483cf4df68a2409257b5fad7d3c580375'}}
2023-11-26 00:27:26,270 | fedbuff.py:93 | INFO | Thread-5 | select | results: {'505f9fc483cf4df68a2409257b5fad7d3c580375': None}
2023-11-26 00:27:26,270 | top_aggregator.py:270 | DEBUG | MainThread | _distribute_weights | distribute_weigths, time: 1700958446.2706807, sending weights to 505f9fc483cf4df68a2409257b5fad7d3c580375
2023-11-26 00:27:26,291 | metric_collector.py:120 | DEBUG | Thread-5 | accumulate | Accumulating metric state_dict[send.bytes] = 2154204
2023-11-26 00:27:26,292 | channel.py:213 | DEBUG | Thread-5 | _put | length of payload = 2154204
2023-11-26 00:27:26,292 | chunk_store.py:56 | DEBUG | Thread-5 | set_data | setting data of size 2154204
2023-11-26 00:27:26,293 | chunk_store.py:89 | DEBUG | Thread-5 | get_chunk | chunk 0: 1048576
2023-11-26 00:27:26,296 | mqtt.py:531 | DEBUG | Thread-5 | on_socket_register_write | Watching socket for writability.
2023-11-26 00:27:26,297 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,297 | mqtt.py:306 | DEBUG | Thread-5 | on_message | topic: /flame/622a358619ab59012eabeefb; len: 47
2023-11-26 00:27:26,299 | mqtt.py:541 | DEBUG | Thread-5 | on_socket_unregister_write | Stop watching socket for writability.
2023-11-26 00:27:26,299 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,300 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,300 | mqtt.py:531 | DEBUG | Thread-5 | on_socket_register_write | Watching socket for writability.
2023-11-26 00:27:26,300 | mqtt.py:541 | DEBUG | Thread-5 | on_socket_unregister_write | Stop watching socket for writability.
2023-11-26 00:27:26,300 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,301 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,303 | mqtt.py:531 | DEBUG | Thread-5 | on_socket_register_write | Watching socket for writability.
2023-11-26 00:27:26,303 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,303 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,304 | mqtt.py:541 | DEBUG | Thread-5 | on_socket_unregister_write | Stop watching socket for writability.
2023-11-26 00:27:26,304 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,304 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,304 | mqtt.py:306 | DEBUG | Thread-5 | on_message | topic: /flame/622a358619ab59012eabeefb/param-channel/default/BROADCAST/trainer/505f9fc483cf4df68a2409257b5fad7d3c580377; len: 97
2023-11-26 00:27:26,304 | mqtt.py:531 | DEBUG | Thread-5 | on_socket_register_write | Watching socket for writability.
2023-11-26 00:27:26,304 | mqtt.py:306 | DEBUG | Thread-5 | on_message | topic: /flame/622a358619ab59012eabeefb/param-channel/default/BROADCAST/trainer/505f9fc483cf4df68a2409257b5fad7d3c580373; len: 97
2023-11-26 00:27:26,305 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,305 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,305 | mqtt.py:541 | DEBUG | Thread-5 | on_socket_unregister_write | Stop watching socket for writability.
2023-11-26 00:27:26,305 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,305 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,305 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,305 | mqtt.py:473 | DEBUG | Thread-5 | send_chunk | sending chunk 0 to /flame/622a358619ab59012eabeefb/param-channel/default/UNICAST/aggregator/49d06b7526964db86cf37c70e8e0cdb6bd7aa742/trainer/505f9fc483cf4df68a2409257b5fad7d3c580375 is done
2023-11-26 00:27:26,306 | chunk_store.py:89 | DEBUG | Thread-5 | get_chunk | chunk 1: 1048576
2023-11-26 00:27:26,308 | mqtt.py:531 | DEBUG | Thread-5 | on_socket_register_write | Watching socket for writability.
2023-11-26 00:27:26,308 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,310 | mqtt.py:541 | DEBUG | Thread-5 | on_socket_unregister_write | Stop watching socket for writability.
2023-11-26 00:27:26,310 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,310 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,310 | mqtt.py:531 | DEBUG | Thread-5 | on_socket_register_write | Watching socket for writability.
2023-11-26 00:27:26,310 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,310 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,310 | mqtt.py:541 | DEBUG | Thread-5 | on_socket_unregister_write | Stop watching socket for writability.
2023-11-26 00:27:26,310 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,311 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,311 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,311 | mqtt.py:473 | DEBUG | Thread-5 | send_chunk | sending chunk 1 to /flame/622a358619ab59012eabeefb/param-channel/default/UNICAST/aggregator/49d06b7526964db86cf37c70e8e0cdb6bd7aa742/trainer/505f9fc483cf4df68a2409257b5fad7d3c580375 is done
2023-11-26 00:27:26,311 | chunk_store.py:89 | DEBUG | Thread-5 | get_chunk | chunk 2: 57052
2023-11-26 00:27:26,311 | mqtt.py:531 | DEBUG | Thread-5 | on_socket_register_write | Watching socket for writability.
2023-11-26 00:27:26,311 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,311 | mqtt.py:541 | DEBUG | Thread-5 | on_socket_unregister_write | Stop watching socket for writability.
2023-11-26 00:27:26,312 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,312 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,313 | mqtt.py:531 | DEBUG | Thread-5 | on_socket_register_write | Watching socket for writability.
2023-11-26 00:27:26,314 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,314 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,314 | mqtt.py:541 | DEBUG | Thread-5 | on_socket_unregister_write | Stop watching socket for writability.
2023-11-26 00:27:26,314 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,314 | mqtt.py:469 | DEBUG | Thread-5 | send_chunk | waiting for publish completion: rc = 0
2023-11-26 00:27:26,314 | mqtt.py:471 | DEBUG | Thread-5 | send_chunk | retval from loop = 0
2023-11-26 00:27:26,314 | mqtt.py:473 | DEBUG | Thread-5 | send_chunk | sending chunk 2 to /flame/622a358619ab59012eabeefb/param-channel/default/UNICAST/aggregator/49d06b7526964db86cf37c70e8e0cdb6bd7aa742/trainer/505f9fc483cf4df68a2409257b5fad7d3c580375 is done
2023-11-26 00:27:26,315 | mqtt.py:517 | DEBUG | Thread-5 | cb | Socket is readable, calling loop_read
2023-11-26 00:27:26,315 | mqtt.py:206 | DEBUG | Thread-5 | _handle_health_message | end: 505f9fc483cf4df68a2409257b5fad7d3c580379, status: online
2023-11-26 00:27:26,315 | mqtt.py:275 | DEBUG | Thread-5 | _rx_task | _rx_task - topic: /flame/622a358619ab59012eabeefb/param-channel/default/BROADCAST/trainer/505f9fc483cf4df68a2409257b5fad7d3c580377; len: 97
2023-11-26 00:27:26,315 | mqtt.py:234 | DEBUG | Thread-5 | _handle_notification | acknowledge notification
2023-11-26 00:27:26,315 | mqtt.py:349 | DEBUG | Thread-5 | notify | notify: publish topic: /flame/622a358619ab59012eabeefb/param-channel/default/BROADCAST/aggregator/49d06b7526964db86cf37c70e8e0cdb6bd7aa742
2023-11-26 00:27:26,316 | mqtt.py:531 | DEBUG | Thread-5 | on_socket_register_write | Watching socket for writability.
2023-11-26 00:27:26,316 | metric_collector.py:115 | DEBUG | MainThread | save | Saving state_dict[distribute.runtime] = 12.973705291748047
2023-11-26 00:27:26,316 | mqtt.py:275 | DEBUG | Thread-5 | _rx_task | _rx_task - topic: /flame/622a358619ab59012eabeefb/param-channel/default/BROADCAST/trainer/505f9fc483cf4df68a2409257b5fad7d3c580373; len: 97
2023-11-26 00:27:26,317 | runtime.py:33 | DEBUG | MainThread | wrapper | Runtime of distribute is 12.973705291748047
2023-11-26 00:27:26,317 | mqtt.py:234 | DEBUG | Thread-5 | _handle_notification | acknowledge notification
2023-11-26 00:27:26,317 | channel_manager.py:170 | DEBUG | MainThread | get_by_tag | aggregate through param-channel
2023-11-26 00:27:26,318 | mqtt.py:349 | DEBUG | Thread-5 | notify | notify: publish topic: /flame/622a358619ab59012eabeefb/param-channel/default/BROADCAST/aggregator/49d06b7526964db86cf37c70e8e0cdb6bd7aa742
2023-11-26 00:27:26,318 | mqtt.py:534 | DEBUG | Thread-5 | cb | Socket is writable, calling loop_write
2023-11-26 00:27:26,319 | mqtt.py:541 | DEBUG | Thread-5 | on_socket_unregister_write | Stop watching socket for writability.
2023-11-26 00:27:26,319 | fedbuff.py:63 | DEBUG | Thread-5 | select | calling fedbuff select
2023-11-26 00:27:26,319 | fedbuff.py:64 | DEBUG | Thread-5 | select | len(ends): 3, c: 5
2023-11-26 00:27:26,319 | fedbuff.py:99 | DEBUG | Thread-5 | _cleanup_recvd_ends | clean up recvd ends
2023-11-26 00:27:26,319 | fedbuff.py:100 | DEBUG | Thread-5 | _cleanup_recvd_ends | ends: dict_keys(['505f9fc483cf4df68a2409257b5fad7d3c580375', '505f9fc483cf4df68a2409257b5fad7d3c580377', '505f9fc483cf4df68a2409257b5fad7d3c580373'])
2023-11-26 00:27:26,319 | fedbuff.py:101 | DEBUG | Thread-5 | _cleanup_recvd_ends | selected ends: {'49d06b7526964db86cf37c70e8e0cdb6bd7aa742': {'505f9fc483cf4df68a2409257b5fad7d3c580375'}}
2023-11-26 00:27:26,319 | fedbuff.py:114 | DEBUG | Thread-5 | _cleanup_recvd_ends | end id 505f9fc483cf4df68a2409257b5fad7d3c580375 state: None
2023-11-26 00:27:26,319 | fedbuff.py:179 | DEBUG | Thread-5 | _handle_recv_state | requester: 49d06b7526964db86cf37c70e8e0cdb6bd7aa742, selected: {'505f9fc483cf4df68a2409257b5fad7d3c580375'}
2023-11-26 00:27:26,319 | fedbuff.py:90 | DEBUG | Thread-5 | select | requester: 49d06b7526964db86cf37c70e8e0cdb6bd7aa742, selected ends: {'49d06b7526964db86cf37c70e8e0cdb6bd7aa742': {'505f9fc483cf4df68a2409257b5fad7d3c580375'}}
2023-11-26 00:27:26,320 | fedbuff.py:93 | INFO | Thread-5 | select | results: {'505f9fc483cf4df68a2409257b5fad7d3c580375': None}
2023-11-26 00:27:26,320 | mqtt.py:517 | DEBUG | Thread-5 | cb | Socket is readable, calling loop_read
2023-11-26 00:27:26,320 | mqtt.py:531 | DEBUG | Thread-5 | on_socket_register_write | Watching socket for writability.
2023-11-26 00:27:26,320 | mqtt.py:534 | DEBUG | Thread-5 | cb | Socket is writable, calling loop_write
2023-11-26 00:27:26,320 | channel.py:280 | DEBUG | MainThread | recv_fifo | first_k = 1, len(end_ids) = 1
2023-11-26 00:27:26,321 | mqtt.py:541 | DEBUG | Thread-5 | on_socket_unregister_write | Stop watching socket for writability.
2023-11-26 00:27:26,321 | mqtt.py:517 | DEBUG | Thread-5 | cb | Socket is readable, calling loop_read
2023-11-26 00:27:26,321 | channel.py:365 | DEBUG | Thread-5 | _streamer_for_recv_fifo | active task added for 505f9fc483cf4df68a2409257b5fad7d3c580375
2023-11-26 00:27:26,321 | channel.py:366 | DEBUG | Thread-5 | _streamer_for_recv_fifo | {'505f9fc483cf4df68a2409257b5fad7d3c580375'}
2023-11-26 00:27:26,364 | mqtt.py:517 | DEBUG | Thread-5 | cb | Socket is readable, calling loop_read
2023-11-26 00:27:26,365 | mqtt.py:306 | DEBUG | Thread-5 | on_message | topic: /flame/622a358619ab59012eabeefb; len: 47
2023-11-26 00:27:26,365 | mqtt.py:206 | DEBUG | Thread-5 | _handle_health_message | end: 505f9fc483cf4df68a2409257b5fad7d3c580380, status: online
2023-11-26 00:27:26,365 | mqtt.py:517 | DEBUG | Thread-5 | cb | Socket is readable, calling loop_read
2023-11-26 00:27:26,366 | mqtt.py:531 | DEBUG | Thread-5 | on_socket_register_write | Watching socket for writability.
2023-11-26 00:27:26,366 | mqtt.py:517 | DEBUG | Thread-5 | cb | Socket is readable, calling loop_read
2023-11-26 00:27:26,367 | mqtt.py:534 | DEBUG | Thread-5 | cb | Socket is writable, calling loop_write
2023-11-26 00:27:26,368 | mqtt.py:541 | DEBUG | Thread-5 | on_socket_unregister_write | Stop watching socket for writability.
2023-11-26 00:27:26,368 | mqtt.py:517 | DEBUG | Thread-5 | cb | Socket is readable, calling loop_read
2023-11-26 00:27:26,369 | mqtt.py:306 | DEBUG | Thread-5 | on_message | topic: /flame/622a358619ab59012eabeefb; len: 47
2023-11-26 00:27:26,369 | mqtt.py:531 | DEBUG | Thread-5 | on_socket_register_write | Watching socket for writability.
2023-11-26 00:27:26,370 | mqtt.py:206 | DEBUG | Thread-5 | _handle_health_message | end: 505f9fc483cf4df68a2409257b5fad7d3c580378, status: online
2023-11-26 00:27:26,370 | mqtt.py:517 | DEBUG | Thread-5 | cb | Socket is readable, calling loop_read
2023-11-26 00:27:26,371 | mqtt.py:306 | DEBUG | Thread-5 | on_message | topic: /flame/622a358619ab59012eabeefb/param-channel/default/BROADCAST/trainer/505f9fc483cf4df68a2409257b5fad7d3c580379; len: 97
2023-11-26 00:27:26,371 | mqtt.py:534 | DEBUG | Thread-5 | cb | Socket is writable, calling loop_write
2023-11-26 00:27:26,372 | mqtt.py:541 | DEBUG | Thread-5 | on_socket_unregister_write | Stop watching socket for writability.
2023-11-26 00:27:26,372 | mqtt.py:275 | DEBUG | Thread-5 | _rx_task | _rx_task - topic: /flame/622a358619ab59012eabeefb/param-channel/default/BROADCAST/trainer/505f9fc483cf4df68a2409257b5fad7d3c580379; len: 97
2023-11-26 00:27:26,373 | mqtt.py:234 | DEBUG | Thread-5 | _handle_notification | acknowledge notification
